Column1;song;track_n;album;year;lyric;decade
257;Don’t Fall Apart on Me Tonight;8;Infidels;1983;just a minute  fore you leave  girl just a minute  fore you touch the door what is it that you are trying to achieve  girl  do you think we can talk about it some more  you know  the streets are filled with vipers who have lost all ray of hope you know  it not even safe no more in the palace of the pope do not fall apart on me tonight i just do not think that i could handle it do not fall apart on me tonight yesterday just a memory tomorrow is never what it supposed to be and i need you  yeah come over here from over there  girl sit down here  you can have my chair i can not see us goin  anywhere  girl the only place open is a thousand miles away and i can not take you there i wished i would have been a doctor maybe i would have saved some life that have been lost maybe i would have done some good in the world instead of burning every bridge i crossed do not fall apart on me tonight i just do not think that i could handle it do not fall apart on me tonight yesterday just a memory tomorrow never what it supposed to be and i need you  ah  yeah i ai not too good at conversation  girl so you might not know exactly how i feel but if i could i would bring you to the mountain top  girl and build you a house made out of stainless steel but it like i am stuck inside a painting that a hanging in the louvre my throat starts to tickle and my nose itches but i know that i can not move do not fall apart on me tonight i just do not think that i could handle it do not fall apart on me tonight yesterday gone but the past live  on tomorrow just one step beyond and i need you  ah who are these people that are walking towards you  do you know them or will there be a fight  with their humorless smiles so easy to see through can they tell you what wrong from what right  oh  do you remember st  james street where you blew jackie p  mind  you were so fine  clark gable would have fell at your feet and laid his life on the line let try to get beneath the surface waste  girl no more booby traps and bombs no more decadence and charms no more affection that misplaced  girl no more mudcake creatures lying in your arms what about that millionaire with the drumsticks in his pants  he looked so baffled and so bewildered when he played and we did not dance do not fall apart on me tonight i just do not think that i could handle it do not fall apart on me tonight yesterday is just a memory tomorrow never what it supposed to be and i need you yeah  you  ah i need you;1980s
258;Tight Connection to My Heart (Has Anyone Seen My Love);1;Empire burlesque;1985;well  i had to move fast and i couldn   t with you around my neck i said i   d send for you and i did what did you expect  my hands are sweating and we haven   t even started yet i   ll go along with the charade until i can think my way out i know it was all a big joke whatever it was about someday maybe i   ll remember to forget i   m going to get my coat i feel the breath of a storm there   s something i   ve got to do tonight you go inside and stay warm has anybody seen my love has anybody seen my love has anybody seen my love i don   t know has anybody seen my love  you want to talk to me go ahead and talk whatever you got to say to me won   t come as any shock i must be guilty of something you just whisper it into my ear madame butterfly she lulled me to sleep in a town without pity where the water runs deep she said     be easy  baby there is nothing worth stealing in here    you   re the one i   ve been looking for you   re the one that   s got the key but i can   t figure out whether i   m too good for you or you   re too good for me has anybody seen my love has anybody seen my love has anybody seen my love i don   t know has anybody seen my love  well  they   re not showing any lights tonight and there   s no moon there   s just a hot blooded singer singing    memphis in june    while they   re beating the devil out of a guy who   s wearing a powder blue wig later he   ll be shot for resisting arrest i can still hear his voice crying in the wilderness what looks large from a distance close up is never that big never could learn to drink that blood and call it wine never could learn to hold you  love and call you mine;1980s
259;Seeing the Real You at Last;2;Empire burlesque;1985;well  i thought that the rain would cool things down but it looks like it do not i would like to get you to change your mind but it looks like you will not from now on i will be busy i am not going to nowhere fast i am just glad it over and i am seeing the real you at last well  did not i risk my neck for you did not i take chances  did not i rise above it all for you the most unfortunate circumstances  well  i have had some rotten nights did not think that they would pass i am just thankful and grateful to be seeing the real you at last i am hungry and i am irritable and i am tired of this bag of tricks at one time there was nothing wrong with me that you could not fix well  i sailed through the storm strapped to the mast but the time has come and i am seeing the real you at last when i met you  baby you did not show no visible scars you could ride like annie oakley you could shoot like belle starr well  i do not mind a reasonable amount of trouble trouble always comes to pass but all i care about now is that i am seeing the real you at last well  i am going to quit this baby talk now i guess i should have known i got troubles  i think maybe you got troubles i think maybe we would better leave each other alone whatever you going to do please do it fast i am still trying to get used to seeing the real you at last;1980s
260;I'll Remember You;3;Empire burlesque;1985;i will remember you when i have forgotten all the rest you to me were true you to me were the best when there is no more you cut to the core quicker than anyone i knew when i am all alone in the great unknown i will remember you i will remember you at the end of the trail i had so much left to do i had so little time to fail there some people that you do not forget even though you have only seen him one time or two when the roses fade and i am in the shade i will remember you did not i  did not i try to love you  did not i  did not i try to care  did not i sleep  did not i weep beside you with the rain blowing in your hair  i will remember you when the wind blows through the piney wood it was you who came right through it was you who understood though i would never say that i done it the way that you would have liked me to in the end my dear sweet friend i will remember you;1980s
261;Clean Cut Kid;4;Empire burlesque;1985;everybody wants to know why he could not adjust adjust to what  a dream that bust  he was a clean cut kid but they made a killer out of him that what they did they said what up is down  they said what is not is they put ideas in his head he thought were his he was on the baseball team  he was in the marching band when he was ten years old he had a watermelon stand he went to church on sunday  he was a boy scout for his friends he would turn his pockets inside out they said     listen boy  you are just a pup    they sent him to a napalm health spa to shape up they gave him dope to smoke  drinks and pills a jeep to drive  blood to spill they said    congratulations  you got what it takes    they sent him back into the rat race without any brakes he bought the american dream but it put him in debt the only game he could play was russian roulette he drank coca cola  he was eating wonder bread ate burger kings  he was well fed he went to hollywood to see peter o toole he stole a rolls royce and drove it in a swimming pool he could have sold insurance  owned a restaurant or bar could have been an accountant or a tennis star he was wearing boxing gloves  took a dive one day off the golden gate bridge into china bay his mama walks the floor  his daddy weeps and moans they got to sleep together in a home they do not own well  everybody asking why he could not adjust all he ever wanted was somebody to trust they took his head and turned it inside out he never did know what it was all about he had a steady job  he joined the choir he never did plan to walk the high wire;1980s
262;Never Gonna Be the Same Again;5;Empire burlesque;1985;now you are here beside me  baby you are a living dream and every time you get this close it makes me want to scream you touched me and you knew that i was warm for you and then i am never going to be the same again sorry if i hurt you  baby sorry if i did sorry if i touched the place where your secrets are hid but you meant more than everything and i could not pretend i am never going to be the same again you give me something to think about  baby every time i see you do not worry  baby  i do not mind leaving i would just like it to be my idea you taught me how to love you  baby you taught me  oh  so well now  i can not go back to what was  baby i can not unring the bell you took my reality and cast it to the wind and i am not going to be the same again;1980s
263;Trust Yourself;6;Empire burlesque;1985;trust yourself trust yourself to do the things that only you know best trust yourself trust yourself to do what right and not be second guessed do not trust me to show you beauty when beauty may only turn to rust if you need somebody you can trust  trust yourself trust yourself trust yourself to know the way that will prove true in the end trust yourself trust yourself to find the path where there is no if and when do not trust me to show you the truth when the truth may only be ashes and dust if you want somebody you can trust  trust yourself well  you are on your own  you always were in a land of wolves and thieves do not put your hope in ungodly man or be a slave to what somebody else believes trust yourself and you will not be disappointed when vain people let you down trust yourself and look not for answers where no answers can be found do not trust me to show you love when my love may be only lust if you want somebody you can trust  trust yourself;1980s
264;Emotionally Yours;7;Empire burlesque;1985;come baby  find me  come baby  remind me of where i once begun come baby  show me  show me you know me  tell me you are the one i could be learning  you could be yearning to see behind closed doors but i will always be emotionally yours come baby  rock me  come baby  lock me into the shadows of your heart come baby  teach me  come baby  reach me  let the music start i could be dreaming but i keep believing you are the one i am living for and i will always be emotionally yours it like my whole life never happened when i see you  it as if i never had a thought i know this dream  it might be crazy but it the only one i have got come baby  shake me  come baby  take me  i would be satisfied come baby  hold me  come baby  help me  my arms are open wide i could be unraveling wherever i am traveling  even to foreign shores but i will always be emotionally yours;1980s
265;When the Night Comes Falling from the Sky;8;Empire burlesque;1985;look out across the fields  see me returning smoke is in your eye  you draw a smile from the fireplace where my letters to you are burning you have had time to think about it for a while well  i have walked two hundred miles  now look me over it the end of the chase and the moon is high it will not matter who loves who you will love me or i will love you when the night comes falling from the sky i can see through your walls and i know you are hurting sorrow covers you up like a cape only yesterday i know that you have been flirting with disaster that you managed to escape i can not provide for you no easy answers who are you that i should have to lie  you will know all about it  love it will fit you like a glove when the night comes falling from the sky i can hear your trembling heart beat like a river you must have been protecting someone last time i called i have never asked you for nothing you could not deliver i have never asked you to set yourself up for a fall i saw thousands who could have overcome the darkness for the love of a lousy buck  i have watched them die stick around  baby  we are not through do not look for me  i will see you when the night comes falling from the sky in your teardrops  i can see my own reflection it was on the northern border of texas where i crossed the line i do not want to be a fool starving for affection i do not want to drown in someone else wine for all eternity i think i will remember that icy wind that howling in your eye you will seek me and you will find me in the wasteland of your mind when the night comes falling from the sky well  i sent you my feelings in a letter but you were gambling for support this time tomorrow i will know you better when my memory is not so short this time i am asking for freedom freedom from a world which you deny and you will give it to me now i will take it anyhow when the night comes falling from the sky;1980s
266;Something's Burning, Baby;9;Empire burlesque;1985;something is burning  baby  are you aware  something is the matter  baby  there smoke in your hair are you still my friend  baby  show me a sign is the love in your heart for me turning blind  you have been avoiding the main streets for a long  long while the truth that i am seeking is in your missing file what your position  baby  what going on  why is the light in your eyes nearly gone  i know everything about this place  or so it seems am i no longer a part of your plans or your dreams  well  it is so obvious that something has changed what happening  baby  to make you act so strange  something is burning  baby  here what i say even the bloodhounds of london could not find you today i see the shadow of a man  baby  making you blue who is he  baby  and what he to you  we have reached the edge of the road  baby  where the pasture begins where charity is supposed to cover up a multitude of sins but where do you live  baby  and where is the light  why are your eyes just staring off in the night  i can feel it in the night when i think of you i can feel it in the light and it got to be true you can not live by bread alone  you will not be satisfied you can not roll away the stone if your hands are tied got to start someplace  baby  can you explain  please do not fade away on me  baby  like the midnight train answer me  baby  a casual look will do just what in the world has come over you  i can feel it in the wind and it upside down i can feel it in the dust as i get off the bus on the outskirts of town i have had the mexico city blues since the last hairpin curve i do not want to see you bleed  i know what you need but it is not what you deserve something is burning  baby  something in flames there a man going around calling names ring down when you are ready  baby  i am waiting for you i believe in the impossible  you know that i do;1980s
267;Dark Eyes;10;Empire burlesque;1985;oh  the gentlemen are talking and the midnight moon is on the riverside they are drinking up and walking and it is time for me to slide i live in another world where life and death are memorized where the earth is strung with lovers  pearls and all i see are dark eyes a cock is crowing far away and another soldier deep in prayer some mother child has gone astray  she can not find him anywhere but i can hear another drum beating for the dead that rise whom nature beast fears as they come and all i see are dark eyes they tell me to be discreet for all intended purposes they tell me revenge is sweet and from where they stand  i am sure it is but i feel nothing for their game where beauty goes unrecognized all i feel is heat and flame and all i see are dark eyes oh  the french girl  she in paradise and a drunken man is at the wheel hunger pays a heavy price to the falling gods of speed and steel oh  time is short and the days are sweet and passion rules the arrow that flies a million faces at my feet but all i see are dark eyes;1980s
268;You Wanna Ramble;1;Knocked out loaded;1986;well i told my baby i said  baby  i know where you been well  i know who you are and what league you played in  you wanna ramble to the break of dawn you wanna ramble to the break of dawn you wanna ramble to the break of dawn well  the night is so empty so quit and still for only fifteen hundred dollars you can have anybody killed you wanna ramble to the break of dawn you wanna ramble to the break of dawn you wanna ramble to the break of dawn well  i told my baby further down the line i said   what happens tomorrow is on your head  not mine  you wanna ramble to the break of dawn you wanna ramble to the break of dawn you wanna ramble to the break of dawn;1980s
269;They Killed Him;2;Knocked out loaded;1986;there was a man named hatma gandi he would not bow down he would not fight he knew the deal was down and dirty and nothing wrong could make it right away but he knew his duty and the prize he had to pay just another holy man who tried to be a friend my god  they killed him another man from atlanta  georgia by name of martin luther king he shook the land like the rolling thunder and made the bells of freedom ring today with a dream of beauty that they could not burn away just another holy man who dared to make a stand my god  they killed him the only son of god almighty the holy one called jesus christ he healed the lame and fed the hungry and for his love they took his life away on the road to glory where the story never ends just the holy son of man we will never understand my god  they killed him there was a man named mahatma gandi a man named martin luther king the only son of god almighty the only one called jesus christ on the road to glory where the story never ends just the holy son of man we will never understand my god  they killed him there was a man named mahatma gandi a man named martin luther king the only son of god almighty the only one called jesus christ on the road to glory where the story never ends just the holy son of man we will never understand my god  they killed him;1980s
270;Driftin’ Too Far from Shore;3;Knocked out loaded;1986;i did not know that you would be leaving  or who you thought you were talking  to i figure maybe we are even or maybe i am one up on you i send you all my money just like i did before i tried to reach you honey but you are drifting too far from shore drifting too far from shore drifting too far from shore drifting too far from shore drifting too far from shore i ai not gonna get lost in this current i do not like playing cat and mouse no gentleman likes making love to a servant especially when he in his father house i never could guess your weight  baby never needed to call you my whore i always thought you were straight  baby but you are drifting too far from shore well these times and these tunnels are haunted the bottom of the barrel is too i waited years sometimes for what i wanted everybody can not be as lucky as you never no more do i wonder why you do not never play with me anymore at any moment you could go under  cause you are drifting too far from shore you and me we had completeness i give you all of what i could provide we were not on the wrong side  sweetness we were the wrong side i have already ripped out the phones  honey you can not walk the streets in a war i can finish this alone honey you are drifting too far from shore;1980s
271;Precious Memories;4;Knocked out loaded;1986;as i travel down life pathway know not what the years may hold as i ponder  hopes grow fonder precious memories flood my soul precious father  loving mother glide across the lonely years and old homes scenes of my childhood in fond memory appears precious memories  how they linger how they ever flood my soul in the stillness of the midnight precious sacred scenes unfold;1980s
272;Maybe Someday;5;Knocked out loaded;1986;maybe someday you will be satisfied when you have lost everything you will have nothing left to hide when you are through running over things like you are walking  across the tracks maybe you will beg me to take you back maybe someday you will find out everybody somebody fool maybe then you will realize what it would have taken to keep me cool maybe someday when you are by yourself alone you will know the love that i had for you have been never my own maybe someday you will have nowhere to turn you will look back and wonder  bout the bridges you have burned you will look back sometime when the lights grow dim and you will see you look much better with me than you do with him through hostile cities and unfriendly towns thirty pieces of silver  no money down maybe someday  you will understand that something for nothing is everybody plan maybe someday you will remember what you felt when there was blood on the moon in the cotton belt when both of us  baby  we are going through some sort of a test neither one of us could do what we do best i should have known better  baby  i should have called your bluff i guess i was too off the handle  not sentimental enough maybe someday  you will believe me when i say that i wanted you  baby  in every kind of way maybe someday you will hear a voice from on high saying      for whose sake did you live  for whose sake did you die     forgive me  baby  for what i did not do for not breaking down no bedroom door to get at you always was a sucker for the right cross never wanted to go home  till the last cent was lost maybe someday you will look back and see that i made it so easy for you to follow me maybe someday there will be nothing to tell i am just as happy as you  baby  i just can not say it so well never slumbered or slept or waited for lightning to strike there no excuse for you to say that we do not think alike you said you were going  to frisco  stay a couple of months i always like san francisco  i was there for a party once maybe someday you will see that it true there was no greater love than what i had for you;1980s
273;Brownsville Girl;6;Knocked out loaded;1986;well  there was this movie i seen one time about a man riding  cross the desert and it starred gregory peck he was shot down by a hungry kid trying to make a name for himself the townspeople wanted to crush that kid down and string him up by the neck well  the marshal  now he beat that kid to a bloody pulp as the dying gunfighter lay in the sun and gasped for his last breath    turn him loose  let him go  let him say he outdrew me fair and square i want him to feel what it like to every moment face his death    well  i keep seeing this stuff and it just comes a rolling in and you know it blows right through me like a ball and chain you know i can not believe we have lived so long and are still so far apart the memory of you keeps calling after me like a rolling train i can still see the day that you came to me on the painted desert in your busted down ford and your platform heels i could never figure out why you chose that particular place to meet ah  but you were right  it was perfect as i got in behind the wheel well  we drove that car all night into san anton  and we slept near the alamo  your skin was so tender and soft way down in mexico you went out to find a doctor and you never came back i would have gone on after you but i did not feel like letting my head get blown off well  we are driving  this car and the sun is coming  up over the rockies now i know she ai not you but she here and she got that dark rhythm in her soul but i am too over the edge and i ai not in the mood anymore to remember the times when i was your only man and she do not want to remind me  she knows this car would go out of control brownsville girl with your brownsville curls teeth like pearls shining like the moon above brownsville girl  show me all around the world brownsville girl  you are my honey love well  we crossed the panhandle and then we headed towards amarillo we pulled up where henry porter used to live  he owned a wreckin  lot outside of town about a mile ruby was in the backyard hanging clothes  she had her red hair tied back  she saw us come rolling up in a trail of dust she said     henry ai not here but you can come on in  he will be back in a little while    then she told us how times were tough and about how she was thinking  of bumming a ride back from where she started but ya know  she changed the subject every time money came up she said     welcome to the land of the living dead    you could tell she was so broken hearted she said     even the swap meets around here are getting pretty corrupt       how far are y all going     ruby asked us with a sigh    we are going all the way  till the wheels fall off and burn  til the sun peels the paint and the seat covers fade and the water moccasin dies    ruby just smiled and said     ah  you know some babies never learn    something about that movie though  well i just can not get it out of my head but i can not remember why i was in it or what part i was supposed to play all i remember about it was gregory peck and the way people moved and a lot of them seemed to be looking  my way well  they were looking for somebody with a pompadour i was crossing  the street when shots rang out i did not know whether to duck or to run  so i ran    we got him cornered in the churchyard     i heard somebody shout well  you saw my picture in the corpus christi tribune  underneath it it said     a man with no alibi    you went out on a limb to testify for me  you said i was with you then when i saw you break down in front of the judge and cry real tears it was the best acting i saw anybody do now i have always been the kind of person that does not like to trespass but sometimes you just find yourself over the line oh if there an original thought out there  i could use it right now you know  i feel pretty good  but that is not saying  much  i could feel a whole lot better if you were just here by my side to show me how well  i am standing  in line in the rain to see a movie starring gregory peck yeah  but you know it not the one that i had in mind he got a new one out now  i do not even know what it about but i will see him in anything so i will stand in line you know  it funny how things never turn out the way you had  em planned the only thing we knew for sure about henry porter is that his name was not henry porter and you know there was something  about you baby that i liked that was always too good for this world just like you always said there was something  about me you liked that i left behind in the french quarter strange how people who suffer together have stronger connections than people who are most content i do not have any regrets  they can talk about me plenty when i am gone you always said people do not do what they believe in  they just do what most convenient  then they repent and i always said     hang on to me  baby  and let hope that the roof stays on    there was a movie i seen one time  i think i sat through it twice i do not remember who i was or where i was bound all i remember about it was it starred gregory peck  he wore a gun and he was shot in the back seems like a long time ago  long before the stars were torn down;1980s
274;Got My Mind Made Up;7;Knocked out loaded;1986;do not ever try to change me i been in this thing too long there nothing  you can say or do to make me think i am wrong well  i am going  off to libya there a guy i gotta see he been living there three years now in an oil refinery i have got my mind made up oh  i have got my mind made up call your ma in tallahassee tell her her baby on the line tell her not to worry everything is gonna be fine well  i gave you all my money all my connections  too there ai not nothing  in this world  girl you can say i did not give to you i have got my mind made up i have got my mind made up you will be alright  girl someone watching  over you he will not do nothing  to you baby that i would not do well  if you do not want to see me look the other way you do not have to feed me i ai not your dog that gone astray i got my mind made up i got my mind made up i got my mind made up i got my mind made up i got my mind made up;1980s
275;Under Your Spell;8;Knocked out loaded;1986;something  about you that i can not shake do not know how much more of this i can take baby  i am under your spell i was knocked out and loaded in the naked night when my last dream exploded  i noticed your light baby  oh what a story i could tell it been nice seeing you  you read me like a book if you ever want to reach me  you know where to look baby  i will be at the same hotel i would like to help you but i am in a bit of a jam i will call you tomorrow if there phones where i am baby  caught between heaven and hell but i will be back  i will survive you will never get rid of me as long as you are alive baby  can not you tell well it four in the morning by the sound of the birds i am staring  at your picture  i am hearing  your words baby  they ring in my head like a bell everywhere you go it enough to break hearts someone always gets hurt  a fire always starts you were too hot to handle  you were breaking every vow i trusted your baby  you can trust me now turn back baby  wipe your eye do not think i am leaving here without a kiss goodbye baby  is there anything left to tell  i will see you later when i am not so out of my head maybe next time i will let the dead bury the dead baby  what more can i tell  well the desert is hot  the mountain is cursed pray that i do not die of thirst baby  two feet from the well;1980s
276;Let's Stick Together;1;Down in the groove;1988;well  a young marriage vow  you know  it very sacred the man put us together  now  you wanna make it stick together come on  come on  stick together you know  you made a vow  not to leave one another  never well  ya never miss you water till your well runs dry come on  baby  give our love a try  let stick together come on  come on  stick together we made a vow  not to leave one another  never well  ya never miss your water till your well runs dry come one  baby  give our love a try  let stick together come on  come on  stick together you know  we made a vow  not to leave one another  never it might be tough for a while  but consider the child cannot be happy without his mom and his pappy let stick together come on  come on  stick together you know  we made a vow  not to leave one another  never;1980s
277;When Did You Leave Heaven?;2;Down in the groove;1988;when did you leave heaven   how could they let you go   how every thing in heaven   i would like to know why did you trade heaven   for all these earthly things   where on earth you hide halo   where did you lose your wings   have they missed you   can you get back in   if i kiss you would it be a sin   i am only human but you are so divine when did you leave heaven angel mine  ;1980s
278;Sally Sue Brown;3;Down in the groove;1988;look who back in town ai not nobody but sally sue brown all you boys better run for cover if you do not a wanna be a broken hearted lover see her in that very tight skirt got what it takes just to make you hurt do not be deceived by those big bright eyes prefer to treat her nasty and low down lies makes no difference where she been i am go in south and doing them things again bake in a hot tub  down the line i would rather see you ruin this a heart of mine i will go see them come down my way like a fool you are gonna hear me say  i will lay at your bed sally sue brown please let me love you  baby do not put me down ;1980s
279;Death Is Not the End;4;Down in the groove;1988;when you are sad and when you are lonely and you have not got a friend just remember that death is not the end and all that you have held sacred falls down and does not mend just remember that death is not the end not the end  not the end just remember that death is not the end when you are standing at the crossroads that you cannot comprehend just remember that death is not the end and all your dreams have vanished and you do not know what up the bend just remember that death is not the end not the end  not the end just remember that death is not the end when the storm clouds gather  round you and heavy rains descend just remember that death is not the end and there no one there to comfort you with a helping hand to lend just remember that death is not the end not the end  not the end just remember that death is not the end oh  the tree of life is growing where the spirit never dies and the bright light of salvation shines in dark and empty skies when the cities are on fire with the burning flesh of men just remember that death is not the end and you search in vain to find just one law abiding citizen just remember that death is not the end not the end  not the end just remember that death is not the end;1980s
280;Had a Dream About You, Baby;5;Down in the groove;1988;i got to see you baby  i do not care it may be someplace  baby  you say where i had a dream about you  baby had a dream about you  baby late last night you come a rolling across my mind you got the crazy rhythm when you walk you make me nervous when you start to talk standing on the highway  you flag me down said  take me daddy  to the nearest town the joint is jumping it really something the beat is pumping my heart is thumping spent my money on you honey my limbs are shaking my mind is breaking you kiss me  baby  in the coffee shop you make me so mad  i tell you to stop you wear a blue scarf upon your head wearing a long dress fire engine red;1980s
281;Ugliest Girl in the World;6;Down in the groove;1988;the woman that i love she got a hook in her nose her eyebrows meet  she wears second hand clothes she speaks with a stutter and she walks with a hop i do not know why i love her but i just can not stop you know i love her yeah i love her i am in love with the ugliest girl in the world if i ever lose her i will go insane i go half crazy when she calls my name when she says baby i l l love you there ai not nothing in the world that i would not do the woman that i love she got two flat feet her knees knock together walking down the street she cracks her knuckles and she snores in bed she ai not much to look at but like i said i do not mean to say that she got nothing going she got a weird sense of humor that all her own when i get low she sets me on my feet got a five inch smile but her breath is sweet the woman that i love she a got a prizefighter nose cauliflower ears and a run in her hose she speaks with a stutter and she walks with a hop i do not know why i love her but i just can not stop;1980s
282;Silvio;7;Down in the groove;1988;stake my future on a hell of a past looks like tomorrow is coming on fast ai not complaining  bout what i got seen better times  but who has not  silvio silver and gold wo not buy back the beat of a heart grown cold silvio i gotta go find out something only dead men know honest as the next jade rolling that stone when i come knocking do not throw me no bone i am an old boll weevil looking for a home if you do not like it you can leave me alone i can snap my fingers and require the rain from a clear blue sky and turn it off again i can stroke your body and relieve your pain and charm the whistle off an evening train i give what i got until i got no more i take what i get until i even the score you know i love you and furthermore when it time to go you got an open door i can tell you fancy  i can tell you plain you give something up for everything you gain since every pleasure got an edge of pain pay for your ticket and do not complain one of these days and it will not be long going down in the valley and sing my song i will sing it loud and sing it strong let the echo decide if i was right or wrong;1980s
283;Ninety Miles an Hour (Down a Dead End Street);8;Down in the groove;1988;i took you home from a party and we kissed in fun a few stolen kisses and no harm was done instead of stopping when we could we went right on till suddenly we found that the brakes were gone you belong to someone else  and i do too it just crazy bein  here with you as a bad motorcycle with the devil in the seat going ninety miles an hour down a dead end street ninety miles an hour down a dead end street i did not want to want you  but now i have no choice it too late to listen to that warning voice all i hear is thunder of two hearts beat going ninety miles an hour down a dead end street ninety miles an hour down a dead end street you are not free to belong to me and you know i could never be your own your lips on mine are like a sweet  sweet wine but we are heading for a wall of stone warning signs are flashing every where  but we pay no heed  stead of slowing down the place  we keep a picking up speed disaster getting closer every time we meet going ninety miles an hour down a dead end street yeah  ninety miles an hour down a dead end street well  ninety miles an hour down a dead end street;1980s
284;Shenandoah;9;Down in the groove;1988;oh  shenandoah  i long to hear you look away  you rolling river oh  shenandoah  i long to hear you look away  we are bound away across the wide missouri now the missouri is a mighty river look away  you rolling river indians camp along her border look away  we are bound away across the wide missouri well a white man loved an indian maiden look away  you rolling river with notions his canoe was laden look away  we are bound away across the wide missouri oh shenandoah  i love your daughter look away  you rolling river it was for her i would cross the water look away  we are bound away across the wide missouri for seven long years i courted sally look away  you rolling river seven more years i longed to have her look away  we are bound away across the wide missouri well  it fare thee well  my dear i am bound to leave you look away you rolling river shenandoah  i will not deceive you look away  we are bound away across the wide missouri;1980s
285;Rank Strangers to Me;10;Down in the groove;1988;i wandered again to my home in the mountain where in youth early days i was happy and free i looked for my friends but i never could find them i found they were all rank strangers to me everybody i met seemed to be a rank stranger no mother or dad not a friend could i see they knew not my name and i knew not their faces i found they were all rank strangers to me they all moved away  said a voice of a stranger  to that beautiful home by the bright crystal sea  some beautiful day i will meet them in heaven where no one will be a stranger to me;1980s
286;Political World;1;Oh mercy;1989;we live in a political world love do not have any place we are living in times where men commit crimes and crime do not have a face we live in a political world icicles hanging down wedding bells ring and angels sing clouds cover up the ground we live in a political world wisdom is thrown into jail it rots in a cell  is misguided as hell leaving no one to pick up a trail we live in a political world where mercy walks the plank life is in mirrors  death disappears up the steps into the nearest bank we live in a political world where courage is a thing of the past houses are haunted  children are unwanted the next day could be your last we live in a political world the one we can see and can feel but there no one to check  it all a stacked deck we all know for sure that it real we live in a political world in the cities of lonesome fear little by little you turn in the middle but you are never sure why you are here we live in a political world under the microscope you can travel anywhere and hang yourself there you always got more than enough rope we live in a political world turning and a thrashing about as soon as you are awake  you are trained to take what looks like the easy way out we live in a political world where peace is not welcome at all it turned away from the door to wander some more or put up against the wall we live in a political world everything is hers or his climb into the frame and shout god name but you are never sure what it is;1980s
287;Where Teardrops Fall;2;Oh mercy;1989;far away where the soft winds blow far away from it all there is a place you go where teardrops fall far away in the stormy night far away and over the wall you are there in the flickering light where teardrops fall we banged the drum slowly and played the fife lowly you know the song in my heart in the turning of twilight in the shadows of moonlight you can show me a new place to start i have torn my clothes and i have drained the cup stripping away at it all thinking of you when the sun comes up where teardrops fall by rivers of blindness in love and with kindness we could hold up a toast if we meet to the cutting of fences to sharpen the senses that linger in the fireball heat roses are red  violets are blue and time is beginning to crawl i just might have to come see you where teardrops fall;1980s
288;Everything Is Broken;3;Oh mercy;1989;broken lines  broken strings broken threads  broken springs broken idols  broken heads people sleeping in broken beds ai not no use jiving ai not no use joking everything is broken broken bottles  broken plates broken switches  broken gates broken dishes  broken parts streets are filled with broken hearts broken words never meant to be spoken everything is broken seem like every time you stop and turn around something else just hit the ground broken cutters  broken saws broken buckles  broken laws broken bodies  broken bones broken voices on broken phones take a deep breath  feel like you are choking everything is broken every time you leave and go off someplace things fall to pieces in my face broken hands on broken ploughs broken treaties  broken vows broken pipes  broken tools people bending broken rules hound dog howling  bullfrog croaking everything is broken;1980s
289;Ring Them Bells;4;Oh mercy;1989;ring them bells  ye heathen from the city that dreams ring them bells from the sanctuaries  cross the valleys and streams for they are deep and they are wide and the world on its side and time is running backwards and so is the bride ring them bells st  peter where the four winds blow ring them bells with an iron hand so the people will know oh it rush hour now on the wheel and the plow and the sun is going down upon the sacred cow ring them bells sweet martha for the poor man son ring them bells so the world will know that god is one oh the shepherd is asleep where the willows weep and the mountains are filled with lost sheep ring them bells for the blind and the deaf ring them bells for all of us who are left ring them bells for the chosen few who will judge the many when the game is through ring them bells  for the time that flies for the child that cries when innocence dies ring them bells st  catherine from the top of the room ring them from the fortress for the lilies that bloom oh the lines are long and the fighting is strong and they are breaking down the distance between right and wrong;1980s
290;Man in the Long Black Coat;5;Oh mercy;1989;crickets are chirping  the water is high there a soft cotton dress on the line hangin  dry window wide open  african trees bent over backwards from a hurricane breeze not a word of goodbye  not even a note she gone with the man in the long black coat somebody seen him hanging around at the old dance hall on the outskirts of town he looked into her eyes when she stopped him to ask if he wanted to dance  he had a face like a mask somebody said from the bible he would quote there was dust on the man in the long black coat preacher was a talkin   there a sermon he gave he said every man conscience is vile and depraved you cannot depend on it to be your guide when it you who must keep it satisfied it ai not easy to swallow  it sticks in the throat she gave her heart to the man in the long black coat there are no mistakes in life some people say it is true sometimes you can see it that way but people do not live or die  people just float she went with the man in the long black coat there smoke on the water  it been there since june tree trunks uprooted   neath the high crescent moon feel the pulse and vibration and the rumbling force somebody is out there beating a dead horse she never said nothing  there was nothing she wrote she gone with the man in the long black coat;1980s
